ID,CLASS
ISIC_0014693,7
ISIC_0059276,6
ISIC_0024495,5
ISIC_0060341,3
ISIC_0056703,4
ISIC_0027482,2
ISIC_0026911,4
ISIC_0025836,3
ISIC_0013762,7
ISIC_0031562,3
ISIC_0029542,7
ISIC_0010088,4
ISIC_0029241,5
ISIC_0069881,4
ISIC_0056156,4
ISIC_0025062,5
ISIC_0071817,3
ISIC_0067380,1
ISIC_0014722,5
ISIC_0069796,2
ISIC_0014263,6
ISIC_0026227,7
ISIC_0071599,3
ISIC_0013213,1
ISIC_0031134,7
ISIC_0029754,7
ISIC_0031549,6
ISIC_0026155,5
ISIC_0013118,2
ISIC_0030512,7
ISIC_0027512,6
ISIC_0062807,3
ISIC_0030412,4
ISIC_0016045,7
ISIC_0072650,1
ISIC_0055955,2
ISIC_0067539,2
ISIC_0031031,2
ISIC_0031309,7
ISIC_0072885,7
ISIC_0029764,4
ISIC_0031823,6
ISIC_0029081,5
ISIC_0025777,2
ISIC_0029447,2
ISIC_0026409,7
ISIC_0032052,2
ISIC_0029742,3
ISIC_0026959,7
ISIC_0067108,3
ISIC_0030103,7
ISIC_0065264,7
ISIC_0014372,5
ISIC_0054286,7
ISIC_0064955,5
ISIC_0032270,7
ISIC_0027440,7
ISIC_0025851,6
ISIC_0053511,5
ISIC_0028747,2
ISIC_0028126,3
ISIC_0071753,1
ISIC_0064583,5
ISIC_0007528,6
ISIC_0064709,3
ISIC_0055721,5
ISIC_0056828,2
ISIC_0009430,6
ISIC_0031813,7
ISIC_0030854,5
ISIC_0065432,6
ISIC_0067842,4
ISIC_0069319,5
ISIC_0060431,6
ISIC_0058056,4
ISIC_0061673,7
ISIC_0033078,7
ISIC_0028203,7
ISIC_0064289,2
ISIC_0034209,1
ISIC_0029505,2
ISIC_0032561,6
ISIC_0027478,6
ISIC_0032850,4
ISIC_0030716,5
ISIC_0068928,3
ISIC_0025358,2
ISIC_0068360,5
ISIC_0010233,1
ISIC_0027605,7
ISIC_0033264,3
ISIC_0025128,6
ISIC_0065090,2
ISIC_0028267,5
ISIC_0059946,1
ISIC_0066531,3
ISIC_0013966,3
ISIC_0063810,6
ISIC_0057070,5
ISIC_0025647,2
ISIC_0031279,1
ISIC_0066143,3
ISIC_0026050,6
ISIC_0067692,3
ISIC_0014569,7
ISIC_0069120,7
ISIC_0070169,3
ISIC_0030670,3
ISIC_0033863,1
ISIC_0069715,7
ISIC_0065383,3
ISIC_0012749,6
ISIC_0030147,3
ISIC_0062419,1
ISIC_0007156,4
ISIC_0072861,7
ISIC_0069867,5
ISIC_0060151,5
ISIC_0054994,7
ISIC_0030031,2
ISIC_0032552,5
ISIC_0032428,5
ISIC_0073115,1
ISIC_0026365,1
ISIC_0026484,5
ISIC_0062948,6
ISIC_0072237,4
ISIC_0033885,3
ISIC_0056854,7
ISIC_0062033,3
ISIC_0071111,6
ISIC_0025970,5
ISIC_0061660,2
ISIC_0057747,7
ISIC_0060440,4
ISIC_0027966,6
ISIC_0028843,4
ISIC_0059113,4
ISIC_0010205,5
ISIC_0070551,4
ISIC_0060267,6
ISIC_0013414,1
ISIC_0031022,7
ISIC_0069364,6
ISIC_0030995,2
ISIC_0058362,6
ISIC_0067109,1
ISIC_0053857,3
ISIC_0062490,1
ISIC_0026493,4
ISIC_0033343,5
ISIC_0053664,3
ISIC_0032476,1
ISIC_0071782,4
ISIC_0026374,1
ISIC_0000243,7
ISIC_0067127,4
ISIC_0057390,1
ISIC_0062082,4
ISIC_0061595,5
ISIC_0030863,5
ISIC_0073130,7
ISIC_0028289,5
ISIC_0031030,7
ISIC_0063849,4
ISIC_0033027,7
ISIC_0026843,4
ISIC_0031034,6
ISIC_0031782,6
ISIC_0024388,5
ISIC_0070347,6
ISIC_0024359,4
ISIC_0063834,5
ISIC_0026165,1
ISIC_0067449,7
ISIC_0057534,6
ISIC_0065051,1
ISIC_0016049,1
ISIC_0062661,4
ISIC_0061254,6
ISIC_0030195,7
ISIC_0072864,6
ISIC_0055744,7
ISIC_0069377,4
ISIC_0026907,2
ISIC_0070713,6
ISIC_0025788,2
ISIC_0060140,1
ISIC_0012496,3
ISIC_0063122,4
ISIC_0059093,7
ISIC_0010244,5
ISIC_0072491,5
ISIC_0062158,4
ISIC_0056255,7
ISIC_0056380,2
ISIC_0055636,5
ISIC_0029008,6
ISIC_0059228,2
ISIC_0062689,5
ISIC_0065011,6
ISIC_0068868,1
ISIC_0062258,4
ISIC_0062616,1
ISIC_0025083,3
ISIC_0033141,7
ISIC_0059916,6
ISIC_0028459,4
ISIC_0053868,1
ISIC_0000182,6
ISIC_0057230,7
ISIC_0030599,2
ISIC_0029280,5
ISIC_0030683,4
ISIC_0028365,4
ISIC_0026696,4
ISIC_0013599,1
ISIC_0025756,2
ISIC_0013034,1
ISIC_0029185,3
ISIC_0071776,4
ISIC_0014851,5
ISIC_0027723,3
ISIC_0025536,6
ISIC_0025461,4
ISIC_0027591,7
ISIC_0001100,7
ISIC_0015312,4
ISIC_0072750,2
ISIC_0034184,7
ISIC_0063704,3
ISIC_0028450,5
ISIC_0030249,2
ISIC_0024616,1
ISIC_0063668,4
ISIC_0031207,1
ISIC_0054322,1
ISIC_0066020,1
ISIC_0033118,1
ISIC_0055554,5
ISIC_0062261,7
ISIC_0063924,3
ISIC_0027781,2
ISIC_0014216,5
ISIC_0026707,5
ISIC_0028578,6
ISIC_0033221,2
ISIC_0034189,2
ISIC_0025079,2
ISIC_0065111,1
ISIC_0071788,5
ISIC_0064942,7
ISIC_0032921,4
ISIC_0062902,4
ISIC_0067948,6
ISIC_0055994,7
ISIC_0010459,4
ISIC_0061018,4
ISIC_0025357,5
ISIC_0029752,2
ISIC_0065039,2
ISIC_0030044,3
ISIC_0028436,5
ISIC_0014740,7
ISIC_0033243,7
ISIC_0064021,7
ISIC_0029979,7
ISIC_0058863,3
ISIC_0054647,1
ISIC_0032869,2
ISIC_0027079,5
ISIC_0030408,4
ISIC_0067663,6
ISIC_0064161,5
ISIC_0061409,4
ISIC_0011304,3
ISIC_0073016,1
ISIC_0064262,2
ISIC_0054339,1
ISIC_0025269,3
ISIC_0061565,2
ISIC_0054615,1
ISIC_0034176,7
ISIC_0029181,5
ISIC_0069267,4
ISIC_0032754,7
ISIC_0061860,7
ISIC_0030136,1
ISIC_0066109,3
ISIC_0025249,2
ISIC_0029063,6
ISIC_0061226,3
ISIC_0031795,7
ISIC_0027112,2
ISIC_0027327,3
ISIC_0029054,5
ISIC_0054146,2
ISIC_0028848,1
ISIC_0031403,5
ISIC_0056472,1
ISIC_0014805,3
ISIC_0010606,1
ISIC_0000542,6
ISIC_0027183,5
ISIC_0014431,1
ISIC_0055649,2
ISIC_0025262,5
ISIC_0031452,4
ISIC_0058060,7
ISIC_0056923,2
ISIC_0064031,3
ISIC_0024331,2
ISIC_0063892,6
ISIC_0029077,3
ISIC_0016031,7
ISIC_0031627,3
ISIC_0026473,6
ISIC_0053700,7
ISIC_0025482,2
ISIC_0058168,3
ISIC_0028169,2
ISIC_0069349,5
ISIC_0055566,1
ISIC_0058625,4
ISIC_0070365,3
ISIC_0000130,6
ISIC_0024849,1
ISIC_0057745,1
ISIC_0067000,7
ISIC_0029607,5
ISIC_0060589,4
ISIC_0033773,7
ISIC_0068758,1
ISIC_0057928,4
ISIC_0062555,3
ISIC_0064485,5
ISIC_0060939,1
ISIC_0028641,7
ISIC_0024782,6
ISIC_0029220,7
ISIC_0068259,2
ISIC_0033447,3
ISIC_0062117,6
ISIC_0010849,4
ISIC_0033213,5
ISIC_0026245,6
ISIC_0055323,2
ISIC_0026468,1
ISIC_0067288,2
ISIC_0027581,3
ISIC_0033507,2
ISIC_0058741,4
ISIC_0028378,3
ISIC_0065948,4
ISIC_0055223,5
ISIC_0026871,1
ISIC_0068314,2
ISIC_0030685,6
ISIC_0060332,2
ISIC_0068919,3
ISIC_0027742,3
ISIC_0028270,1
ISIC_0028582,5
ISIC_0009954,2
ISIC_0013672,7
ISIC_0029619,6
ISIC_0059393,3
ISIC_0033163,3
ISIC_0025248,3
ISIC_0067429,4
ISIC_0071143,7
ISIC_0015241,3
ISIC_0031021,6
ISIC_0031305,2
ISIC_0065589,1
ISIC_0072827,2
ISIC_0009974,7
ISIC_0030876,4
ISIC_0030082,4
ISIC_0033619,4
ISIC_0025143,4
ISIC_0028698,1
ISIC_0071292,1
ISIC_0028706,4
ISIC_0027068,7
ISIC_0024396,3
ISIC_0032756,5
ISIC_0071004,3
ISIC_0031619,5
ISIC_0072818,4
ISIC_0071418,5
ISIC_0054425,1
ISIC_0025746,2
ISIC_0025069,3
ISIC_0072347,7
ISIC_0028860,3
ISIC_0064083,1
ISIC_0054178,5
ISIC_0059696,3
ISIC_0024546,7
ISIC_0030606,6
ISIC_0032769,2
ISIC_0030077,5
ISIC_0056743,7
ISIC_0064101,3
ISIC_0013498,4
ISIC_0030015,5
ISIC_0072097,2
ISIC_0067031,2
ISIC_0025708,3
ISIC_0062399,2
ISIC_0030304,2
ISIC_0054800,1
ISIC_0056286,5
ISIC_0029775,6
ISIC_0032595,7
ISIC_0012210,1
ISIC_0025504,7
ISIC_0062395,5
ISIC_0056067,6
ISIC_0069141,1
ISIC_0031040,7
ISIC_0054340,7
ISIC_0055968,1
ISIC_0025199,7
ISIC_0058946,7
ISIC_0070452,4
ISIC_0065655,1
ISIC_0072870,3
ISIC_0031746,2
ISIC_0000024,3
ISIC_0034271,4
ISIC_0056071,3
ISIC_0014772,1
ISIC_0030558,3
ISIC_0032285,7
ISIC_0068685,4
ISIC_0070467,5
ISIC_0029435,4
ISIC_0069978,4
ISIC_0067551,1
ISIC_0056731,1
ISIC_0068575,3
ISIC_0066279,3
ISIC_0024593,2
ISIC_0058746,7
ISIC_0056164,6
ISIC_0066745,4
ISIC_0059388,1
ISIC_0072403,3
ISIC_0016063,5
ISIC_0029145,4
ISIC_0056725,2
ISIC_0065509,6
ISIC_0068553,1
ISIC_0024724,7
ISIC_0072313,5
ISIC_0012813,2
ISIC_0025138,3
ISIC_0067303,1
ISIC_0070917,3
ISIC_0026299,4
ISIC_0031356,3
ISIC_0000498,6
ISIC_0063975,1
ISIC_0034105,1
ISIC_0054506,4
ISIC_0033079,4
ISIC_0031858,6
ISIC_0029458,1
ISIC_0060135,5
ISIC_0033625,6
ISIC_0024437,6
ISIC_0064233,1
ISIC_0029083,2
ISIC_0061864,1
ISIC_0013577,5
ISIC_0072616,4
ISIC_0062121,2
ISIC_0062701,6
ISIC_0028338,6
ISIC_0072388,4
ISIC_0028262,6
ISIC_0069851,7
ISIC_0024662,2
ISIC_0057822,1
ISIC_0055455,5
ISIC_0029297,5
ISIC_0032079,4
ISIC_0014829,6
ISIC_0070508,7
ISIC_0070081,3
ISIC_0028887,6
ISIC_0029824,1
ISIC_0071385,5
ISIC_0065498,4
ISIC_0030741,4
ISIC_0029687,5
ISIC_0056159,3
ISIC_0055783,4
ISIC_0033381,5
ISIC_0029987,3
ISIC_0054023,3
ISIC_0055826,4
ISIC_0069853,6
ISIC_0071039,4
ISIC_0070256,6
ISIC_0064055,2
ISIC_0013749,6
ISIC_0065367,2
ISIC_0029784,2
ISIC_0072813,4
ISIC_0024809,7
ISIC_0031945,4
ISIC_0012873,1
ISIC_0032324,2
ISIC_0054502,1
ISIC_0015211,1
ISIC_0028927,7
ISIC_0066113,7
ISIC_0064200,4
ISIC_0069508,5
ISIC_0025675,6
ISIC_0064300,2
ISIC_0034154,7
ISIC_0070038,7
ISIC_0067719,2
ISIC_0011367,3
ISIC_0071740,1
ISIC_0028867,3
ISIC_0025245,2
ISIC_0033732,6
ISIC_0060141,3
ISIC_0028554,7
ISIC_0053454,4
ISIC_0031704,6
ISIC_0027143,1
ISIC_0069339,4
ISIC_0062401,7
ISIC_0029448,5
ISIC_0063745,7
ISIC_0065818,4
ISIC_0031140,2
ISIC_0061599,6
ISIC_0061513,2
ISIC_0009973,2
ISIC_0070184,2
ISIC_0062306,6
ISIC_0027509,1
ISIC_0025175,3
ISIC_0031288,3
ISIC_0065294,3
ISIC_0055816,7
ISIC_0027196,4
ISIC_0060775,2
ISIC_0070635,1
ISIC_0032370,3
ISIC_0059975,2
ISIC_0033819,1
ISIC_0054740,5
ISIC_0016023,2
ISIC_0028596,1
ISIC_0066637,5
ISIC_0067697,6
ISIC_0072609,6
ISIC_0061121,2
ISIC_0009987,5
ISIC_0016042,6
ISIC_0061900,2
ISIC_0032064,7
ISIC_0060728,4
ISIC_0014782,1
ISIC_0024860,3
ISIC_0031259,1
ISIC_0027881,6
ISIC_0056768,3
ISIC_0063688,7
ISIC_0064097,4
ISIC_0027420,3
ISIC_0073066,6
ISIC_0029020,2
ISIC_0029841,1
ISIC_0032400,1
ISIC_0025817,6
ISIC_0013212,4
ISIC_0068281,5
ISIC_0025574,6
ISIC_0030517,6
ISIC_0060758,4
ISIC_0071305,6
ISIC_0026062,2
ISIC_0027921,6
ISIC_0067434,5
ISIC_0028689,5
ISIC_0014803,4
ISIC_0028824,7
ISIC_0027868,1
ISIC_0034259,2
ISIC_0028920,1
ISIC_0070060,6
ISIC_0030370,7
ISIC_0030789,3
ISIC_0030746,1
ISIC_0064151,4
ISIC_0033527,3
ISIC_0055799,4
ISIC_0031517,3
ISIC_0069157,2
ISIC_0064157,6
ISIC_0028138,3
ISIC_0065374,4
ISIC_0055966,3
ISIC_0059599,2
ISIC_0033015,7
ISIC_0069250,5
ISIC_0032184,5
ISIC_0071572,7
ISIC_0068036,2
ISIC_0060099,6
ISIC_0033722,2
ISIC_0029476,4
ISIC_0066338,7
ISIC_0058318,5
ISIC_0000262,1
ISIC_0026395,7
ISIC_0025589,3
ISIC_0070831,1
ISIC_0024826,5
ISIC_0056072,7
ISIC_0031514,3
ISIC_0057454,4
ISIC_0034300,3
ISIC_0001242,5
ISIC_0054364,5
ISIC_0029125,6
ISIC_0009915,1
ISIC_0058063,1
ISIC_0027607,6
ISIC_0067356,7
ISIC_0064212,2
ISIC_0030827,3
ISIC_0055769,4
ISIC_0028952,2
ISIC_0067914,4
ISIC_0033492,3
ISIC_0068003,1
ISIC_0031808,2
ISIC_0063614,3
ISIC_0056780,1
ISIC_0065767,2
ISIC_0027601,6
ISIC_0013695,7
ISIC_0060340,3
ISIC_0069312,2
ISIC_0013592,1
ISIC_0029779,2
ISIC_0027732,7
ISIC_0029700,4
ISIC_0033925,3
ISIC_0060706,2
ISIC_0070293,4
ISIC_0026823,4
ISIC_0059727,4
ISIC_0055194,6
ISIC_0071071,7
ISIC_0014667,2
ISIC_0024904,6
ISIC_0025922,7
ISIC_0068842,2
ISIC_0031759,1
ISIC_0060314,1
ISIC_0013712,2
ISIC_0066751,1
ISIC_0032637,2
ISIC_0059746,1
ISIC_0066242,3
ISIC_0030139,2
ISIC_0030745,7
ISIC_0001247,5
ISIC_0027948,7
ISIC_0025342,3
ISIC_0024450,7
ISIC_0057847,5
ISIC_0000548,4
ISIC_0010468,6
ISIC_0025028,3
ISIC_0071884,1
ISIC_0033691,4
ISIC_0027401,1
ISIC_0070486,4
ISIC_0033053,2
ISIC_0060556,3
ISIC_0065394,3
ISIC_0056498,5
ISIC_0054050,3
ISIC_0062340,3
ISIC_0064072,5
ISIC_0032955,4
ISIC_0065151,2
ISIC_0010237,3
ISIC_0024548,3
ISIC_0057165,2
ISIC_0060582,3
ISIC_0064030,7
ISIC_0030576,5
ISIC_0030694,3
ISIC_0057633,1
ISIC_0056782,6
ISIC_0069206,3
ISIC_0025784,2
ISIC_0012448,2
ISIC_0029658,2
ISIC_0014511,5
ISIC_0028296,5
ISIC_0072360,5
ISIC_0029688,4
ISIC_0010014,2
ISIC_0069268,4
ISIC_0069934,5
ISIC_0064994,5
ISIC_0026507,3
ISIC_0033918,2
ISIC_0009883,2
ISIC_0029844,3
ISIC_0062473,5
ISIC_0027719,7
ISIC_0024920,7
ISIC_0033231,3
ISIC_0027246,4
ISIC_0000014,6
ISIC_0063587,2
ISIC_0024602,5
ISIC_0062065,3
ISIC_0032581,1
ISIC_0056930,3
ISIC_0013690,2
ISIC_0059217,6
ISIC_0026885,4
ISIC_0031667,7
ISIC_0065648,7
ISIC_0068062,3
ISIC_0071193,2
ISIC_0034129,5
ISIC_0033104,3
ISIC_0060487,6
ISIC_0012179,2
ISIC_0067682,3
ISIC_0063594,7
ISIC_0064506,4
ISIC_0063782,7
ISIC_0031215,5
ISIC_0063609,7
ISIC_0058716,1
ISIC_0066491,3
ISIC_0071078,5
ISIC_0024403,7
ISIC_0069329,5
ISIC_0032644,6
ISIC_0065337,6
ISIC_0063493,5
ISIC_0054377,4
ISIC_0062305,3
ISIC_0067868,1
ISIC_0015357,6
ISIC_0028862,2
ISIC_0061827,6
ISIC_0015960,1
ISIC_0015981,7
ISIC_0024827,2
ISIC_0028699,7
ISIC_0032545,6
ISIC_0070754,2
ISIC_0029357,1
ISIC_0063400,4
ISIC_0012478,3
ISIC_0071528,6
ISIC_0065921,6
ISIC_0033224,2
ISIC_0027404,2
ISIC_0032165,7
ISIC_0054332,4
ISIC_0028140,5
ISIC_0029142,6
ISIC_0026615,6
ISIC_0054197,5
ISIC_0064090,1
ISIC_0070698,6
ISIC_0025098,4
ISIC_0025234,6
ISIC_0064570,1
ISIC_0062702,2
ISIC_0064276,4
ISIC_0033970,7
ISIC_0029958,3
ISIC_0024655,4
ISIC_0058895,1
ISIC_0025066,5
ISIC_0030332,7
ISIC_0068886,3
ISIC_0034009,3
ISIC_0030898,7
ISIC_0030394,2
ISIC_0068303,5
ISIC_0059543,1
ISIC_0059917,1
ISIC_0071407,3
ISIC_0062601,7
ISIC_0062442,7
ISIC_0030636,7
ISIC_0029517,1
ISIC_0012662,3
ISIC_0068457,6
ISIC_0000533,3
ISIC_0028204,6
ISIC_0073246,6
ISIC_0061345,3
ISIC_0000314,1
ISIC_0071898,2
ISIC_0070850,4
ISIC_0057760,2
ISIC_0026848,1
ISIC_0070652,7
ISIC_0066103,6
ISIC_0071954,2
ISIC_0069293,6
ISIC_0012224,5
ISIC_0032578,6
ISIC_0073231,4
ISIC_0000129,1
ISIC_0025676,6
ISIC_0029729,6
ISIC_0058807,1
ISIC_0031815,3
ISIC_0032155,2
ISIC_0058459,2
ISIC_0065783,7
ISIC_0030406,6
ISIC_0057658,7
ISIC_0030392,6
ISIC_0029140,1
ISIC_0031990,4
ISIC_0058529,3
ISIC_0071715,7
ISIC_0025778,6
ISIC_0071706,4
ISIC_0000506,7
ISIC_0070907,2
ISIC_0024625,2
ISIC_0000113,5
ISIC_0034205,2
ISIC_0030883,6
ISIC_0027981,3
ISIC_0060683,3
ISIC_0029400,4
ISIC_0061540,3
ISIC_0031399,5
ISIC_0070431,1
ISIC_0058990,7
ISIC_0064437,6
ISIC_0069592,7
ISIC_0026197,1
ISIC_0000268,5
ISIC_0063353,1
ISIC_0033017,1
ISIC_0059077,6
ISIC_0028654,4
ISIC_0014703,6
ISIC_0013663,1
ISIC_0058603,3
ISIC_0024855,4
ISIC_0013567,6
ISIC_0058327,3
ISIC_0057054,4
ISIC_0032117,5
ISIC_0031158,5
ISIC_0030858,3
ISIC_0059216,4
ISIC_0060063,3
ISIC_0026555,7
ISIC_0069010,7
ISIC_0064979,5
ISIC_0024370,6
ISIC_0065228,1
ISIC_0027846,2
ISIC_0057875,6
ISIC_0061029,7
ISIC_0033614,3
ISIC_0026954,3
ISIC_0055233,7
ISIC_0061799,4
ISIC_0072989,2
ISIC_0071669,3
ISIC_0068445,3
ISIC_0071171,3
ISIC_0026167,7
ISIC_0032627,2
ISIC_0070248,4
ISIC_0033747,7
ISIC_0071188,7
ISIC_0065400,7
ISIC_0066237,1
ISIC_0025696,4
ISIC_0057880,3
ISIC_0034167,1
ISIC_0054690,7
ISIC_0057771,7
ISIC_0010318,6
ISIC_0032426,6
ISIC_0025247,3
ISIC_0068515,6
ISIC_0059481,5
ISIC_0025664,6
ISIC_0031861,3
ISIC_0067154,2
ISIC_0030153,6
ISIC_0026658,6
ISIC_0061020,4
ISIC_0065321,6
ISIC_0056025,4
ISIC_0033671,3
ISIC_0024701,2
ISIC_0061294,5
ISIC_0068910,1
ISIC_0063320,3
ISIC_0066430,6
ISIC_0029479,6
ISIC_0033917,6
ISIC_0030686,4
ISIC_0054185,2
ISIC_0056012,4
ISIC_0032960,5
ISIC_0062114,1
ISIC_0027346,7
ISIC_0010207,7
ISIC_0071694,5
ISIC_0069986,7
ISIC_0065940,7
ISIC_0060724,4
ISIC_0012369,1
ISIC_0025453,2
ISIC_0068781,7
ISIC_0069400,4
ISIC_0031608,2
ISIC_0054544,6
ISIC_0013033,2
ISIC_0055335,5
ISIC_0057021,7
ISIC_0055350,6
ISIC_0071192,6
ISIC_0032787,3
ISIC_0069818,7
ISIC_0032125,4
ISIC_0071815,3
ISIC_0060999,1
ISIC_0025633,5
ISIC_0072774,6
ISIC_0026354,3
ISIC_0057578,4
ISIC_0030691,3
ISIC_0032851,5
ISIC_0060543,3
ISIC_0028727,7
ISIC_0028354,4
ISIC_0054711,1
ISIC_0064603,3
ISIC_0071757,5
ISIC_0058487,3
ISIC_0015089,4
ISIC_0071041,2
ISIC_0014185,6
ISIC_0025109,5
ISIC_0025870,6
ISIC_0026736,5
ISIC_0055514,4
ISIC_0061511,7
ISIC_0027583,7
ISIC_0069119,1
ISIC_0028899,7
ISIC_0001106,2
ISIC_0058543,1
ISIC_0063362,6
ISIC_0061614,5
ISIC_0065343,4
ISIC_0031483,5
ISIC_0059210,1
ISIC_0057947,5
ISIC_0055650,3
ISIC_0012395,6
ISIC_0072345,4
ISIC_0027588,2
ISIC_0024569,5
ISIC_0057374,1
ISIC_0065747,2
ISIC_0062359,4
ISIC_0067512,7
ISIC_0058387,3
ISIC_0009874,4
ISIC_0062899,3
ISIC_0030471,6
ISIC_0063398,7
ISIC_0025872,2
ISIC_0062825,2
ISIC_0026310,3
ISIC_0030927,7
ISIC_0025595,4
ISIC_0015989,2
ISIC_0027192,3
ISIC_0031769,2
ISIC_0062080,6
ISIC_0070922,7
ISIC_0029945,5
ISIC_0054398,3
ISIC_0011095,7
ISIC_0026077,6
ISIC_0061512,7
ISIC_0000474,3
ISIC_0011306,5
ISIC_0032854,2
ISIC_0064823,4
ISIC_0031586,5
ISIC_0031722,2
ISIC_0033628,3
ISIC_0068550,1
ISIC_0026767,7
ISIC_0058359,3
ISIC_0062973,1
ISIC_0072576,4
ISIC_0025292,6
ISIC_0024433,6
ISIC_0014594,5
ISIC_0033932,1
ISIC_0026412,2
ISIC_0034161,7
ISIC_0061478,4
ISIC_0065597,2
ISIC_0067521,4
ISIC_0056528,6
ISIC_0025573,5
ISIC_0027912,4
ISIC_0063388,1
ISIC_0069738,3
ISIC_0071105,1
ISIC_0065859,3
ISIC_0067089,2
ISIC_0033358,2
ISIC_0025206,3
ISIC_0061044,1
ISIC_0025005,4
ISIC_0010487,7
ISIC_0055121,2
ISIC_0070187,1
ISIC_0028083,1
ISIC_0028087,6
ISIC_0055571,6
ISIC_0000188,4
ISIC_0053881,5
ISIC_0028877,6
ISIC_0055661,1
ISIC_0065333,3
ISIC_0062550,1
ISIC_0032362,7
ISIC_0072663,5
ISIC_0000156,6
ISIC_0029692,2
ISIC_0015207,4
ISIC_0071822,7
ISIC_0026515,6
ISIC_0065034,1
ISIC_0069450,3
ISIC_0061651,5
ISIC_0057020,6
ISIC_0031411,3
ISIC_0032251,4
ISIC_0068203,1
ISIC_0000505,3
ISIC_0032821,4
ISIC_0056436,1
ISIC_0026111,5
ISIC_0065768,2
ISIC_0065584,2
ISIC_0031012,2
ISIC_0000197,6
ISIC_0054749,7
ISIC_0063006,5
ISIC_0064008,7
ISIC_0026200,4
ISIC_0063732,7
ISIC_0065308,4
ISIC_0061096,7
ISIC_0067934,5
ISIC_0054310,2
ISIC_0032448,7
ISIC_0069109,2
ISIC_0031357,7
ISIC_0031106,4
ISIC_0058221,3
ISIC_0034029,6
ISIC_0069840,7
ISIC_0064096,2
ISIC_0032490,5
ISIC_0024323,5
ISIC_0031472,6
ISIC_0014622,5
ISIC_0024993,5
ISIC_0070140,7
ISIC_0065944,7
ISIC_0068339,5
ISIC_0070663,7
ISIC_0026673,7
ISIC_0010070,5
ISIC_0030723,5
ISIC_0059468,4
ISIC_0066649,4
ISIC_0010064,6
ISIC_0066837,1
ISIC_0059074,2
ISIC_0029939,4
ISIC_0071985,3
ISIC_0059577,3
ISIC_0056246,1
ISIC_0062454,1
ISIC_0031846,2
ISIC_0026303,5
ISIC_0070920,7
ISIC_0027220,4
ISIC_0054495,3
ISIC_0070568,7
ISIC_0069724,4
ISIC_0058186,1
ISIC_0068640,1
ISIC_0031441,3
ISIC_0066587,4
ISIC_0069921,3
ISIC_0053655,1
ISIC_0031406,4
ISIC_0031098,5
ISIC_0066925,6
ISIC_0055146,6
ISIC_0059705,1
ISIC_0028958,6
ISIC_0056915,3
ISIC_0065064,1
ISIC_0027896,3
ISIC_0032471,7
ISIC_0025900,7
ISIC_0056177,4
ISIC_0032243,1
ISIC_0009880,7
ISIC_0055251,5
ISIC_0004115,7
ISIC_0025580,2
ISIC_0055442,6
ISIC_0029611,1
ISIC_0027202,1
ISIC_0032542,5
ISIC_0034302,4
ISIC_0033197,7
ISIC_0032580,3
ISIC_0063100,2
ISIC_0061338,2
ISIC_0071530,5
ISIC_0027287,1
ISIC_0068864,5
ISIC_0031447,4
ISIC_0057651,6
ISIC_0067196,1
ISIC_0070726,2
ISIC_0013121,5
ISIC_0015482,3
ISIC_0014013,1
ISIC_0060544,6
ISIC_0064478,4
ISIC_0055147,3
ISIC_0024888,7
ISIC_0070956,3
ISIC_0026765,6
ISIC_0030947,3
ISIC_0032453,2
ISIC_0064582,1
ISIC_0055477,5
ISIC_0031520,4
ISIC_0067106,4
ISIC_0069648,4
ISIC_0032406,5
ISIC_0033928,5
ISIC_0072632,6
ISIC_0033485,7
ISIC_0033782,5
ISIC_0033838,4
ISIC_0033518,2
ISIC_0028255,5
ISIC_0055315,7
ISIC_0058690,4
ISIC_0030472,6
ISIC_0030969,5
ISIC_0068204,2
ISIC_0000115,2
ISIC_0065269,4
ISIC_0030433,5
ISIC_0024441,2
ISIC_0025379,1
ISIC_0013491,7
ISIC_0032321,7
ISIC_0069969,3
ISIC_0056325,5
ISIC_0068768,1
ISIC_0029490,6
ISIC_0059227,7
ISIC_0061610,2
ISIC_0028103,6
ISIC_0033353,1
ISIC_0027001,7
ISIC_0029436,7
ISIC_0058856,7
ISIC_0031312,3
ISIC_0072034,7
ISIC_0031552,4
ISIC_0029639,2
ISIC_0033770,3
ISIC_0055748,7
ISIC_0028772,6
ISIC_0055954,5
ISIC_0025133,3
ISIC_0030978,7
ISIC_0069413,5
ISIC_0054756,2
ISIC_0063338,3
ISIC_0025668,5
ISIC_0029817,5
ISIC_0067498,4
ISIC_0053810,6
ISIC_0070913,6
ISIC_0030431,6
ISIC_0070281,6
ISIC_0029975,6
ISIC_0027976,1
ISIC_0072759,3
ISIC_0054169,2
ISIC_0012460,3
ISIC_0030142,4
ISIC_0059760,7
ISIC_0028230,7
ISIC_0033199,1
ISIC_0011341,7
ISIC_0069743,7
ISIC_0029443,7
ISIC_0056253,1
ISIC_0065846,6
ISIC_0058588,3
ISIC_0031686,6
ISIC_0066557,7
ISIC_0054390,5
ISIC_0030710,4
ISIC_0062430,1
ISIC_0028755,2
ISIC_0014382,6
ISIC_0060304,4
ISIC_0072068,3
ISIC_0071197,4
ISIC_0068399,4
ISIC_0064754,3
ISIC_0025282,3
ISIC_0032336,3
ISIC_0032798,6
ISIC_0015021,3
ISIC_0055136,4
ISIC_0014149,7
ISIC_0029496,3
ISIC_0072405,4
ISIC_0054706,2
ISIC_0071134,5
ISIC_0057016,5
